WAVENUMBER         COMPLEX_FREQUENCY   RESIDUAL_OUTPUT_D(w, k)              PDF_ARGUMENT
6.345e-05       1.067e+01+8.790e-02j     -2.384e-07-3.332e-08j     -2.594e-01+6.331e-04j
6.359e-05       1.068e+01+8.692e-02j      3.576e-07+4.910e-08j     -2.588e-01+6.247e-04j
6.374e-05       1.068e+01+8.596e-02j     -1.788e-07-2.626e-08j     -2.581e-01+6.164e-04j
6.388e-05       1.068e+01+8.501e-02j      1.192e-07+1.601e-08j     -2.575e-01+6.082e-04j
6.402e-05       1.069e+01+8.407e-02j     -5.960e-08+7.513e-09j     -2.569e-01+6.001e-04j
6.417e-05       1.069e+01+8.314e-02j     -2.980e-07-1.391e-08j     -2.563e-01+5.921e-04j
6.431e-05       1.070e+01+8.222e-02j     -1.192e-07-2.381e-08j     -2.557e-01+5.843e-04j
6.446e-05       1.070e+01+8.132e-02j     -2.384e-07-3.692e-08j     -2.551e-01+5.766e-04j
6.460e-05       1.071e+01+8.043e-02j     -1.788e-07-1.465e-08j     -2.545e-01+5.690e-04j
6.474e-05       1.071e+01+7.955e-02j      1.788e-07+2.512e-08j     -2.539e-01+5.615e-04j
6.489e-05       1.071e+01+7.868e-02j      0.000e+00+3.070e-09j     -2.533e-01+5.541e-04j
6.503e-05       1.072e+01+7.782e-02j      0.000e+00+1.017e-09j     -2.527e-01+5.469e-04j
6.517e-05       1.072e+01+7.697e-02j     -5.960e-08-8.274e-09j     -2.521e-01+5.397e-04j
6.532e-05       1.073e+01+7.614e-02j      1.788e-07+2.517e-08j     -2.516e-01+5.327e-04j
6.546e-05       1.073e+01+7.531e-02j      1.192e-07+1.329e-08j     -2.510e-01+5.258e-04j
6.561e-05       1.074e+01+7.449e-02j      1.788e-07+3.312e-08j     -2.504e-01+5.189e-04j
6.575e-05       1.074e+01+7.369e-02j     -2.384e-07-3.792e-08j     -2.498e-01+5.122e-04j
6.589e-05       1.074e+01+7.289e-02j      2.980e-07+3.978e-08j     -2.492e-01+5.056e-04j
6.604e-05       1.075e+01+7.211e-02j      1.788e-07+5.302e-08j     -2.487e-01+4.990e-04j
6.618e-05       1.075e+01+7.133e-02j      1.788e-07+1.940e-08j     -2.481e-01+4.926e-04j
6.633e-05       1.076e+01+7.057e-02j     -5.960e-08-1.160e-08j     -2.475e-01+4.863e-04j
6.647e-05       1.076e+01+6.981e-02j     -5.960e-08-8.589e-09j     -2.470e-01+4.800e-04j
6.661e-05       1.076e+01+6.907e-02j      0.000e+00-5.305e-09j     -2.464e-01+4.738e-04j
6.676e-05       1.077e+01+6.833e-02j     -1.788e-07-2.565e-08j     -2.459e-01+4.678e-04j
6.690e-05       1.077e+01+6.760e-02j     -2.980e-07-4.026e-08j     -2.453e-01+4.618e-04j
6.705e-05       1.078e+01+6.688e-02j      1.192e-07+1.564e-08j     -2.448e-01+4.559e-04j
6.719e-05       1.078e+01+6.617e-02j      1.192e-07+1.361e-08j     -2.442e-01+4.501e-04j
6.733e-05       1.078e+01+6.547e-02j      3.576e-07+4.529e-08j     -2.437e-01+4.444e-04j
6.748e-05       1.079e+01+6.478e-02j      1.788e-07+2.869e-08j     -2.431e-01+4.388e-04j
6.762e-05       1.079e+01+6.410e-02j      2.980e-07+3.052e-08j     -2.426e-01+4.332e-04j
6.776e-05       1.079e+01+6.342e-02j     -3.576e-07-3.988e-08j     -2.420e-01+4.277e-04j
6.791e-05       1.080e+01+6.276e-02j     -1.192e-07-9.302e-09j     -2.415e-01+4.223e-04j
6.805e-05       1.080e+01+6.210e-02j     -3.576e-07-2.056e-08j     -2.410e-01+4.170e-04j
6.820e-05       1.081e+01+6.145e-02j      3.576e-07+5.089e-08j     -2.404e-01+4.118e-04j
6.834e-05       1.081e+01+6.081e-02j      5.960e-08+1.210e-08j     -2.399e-01+4.066e-04j
6.848e-05       1.081e+01+6.017e-02j      3.576e-07+5.041e-08j     -2.394e-01+4.015e-04j
6.863e-05       1.082e+01+5.954e-02j     -5.960e-08-4.711e-09j     -2.388e-01+3.965e-04j
6.877e-05       1.082e+01+5.893e-02j      3.576e-07+4.976e-08j     -2.383e-01+3.916e-04j
6.892e-05       1.082e+01+5.831e-02j      2.980e-07+2.305e-08j     -2.378e-01+3.867e-04j
6.906e-05       1.083e+01+5.771e-02j      4.172e-07+5.992e-08j     -2.373e-01+3.819e-04j
6.920e-05       1.083e+01+5.711e-02j      2.384e-07+3.232e-08j     -2.368e-01+3.772e-04j
6.935e-05       1.083e+01+5.652e-02j      5.960e-08+1.134e-08j     -2.362e-01+3.725e-04j
6.949e-05       1.084e+01+5.594e-02j      2.384e-07+2.859e-08j     -2.357e-01+3.679e-04j
6.963e-05       1.084e+01+5.537e-02j      2.980e-07+4.014e-08j     -2.352e-01+3.634e-04j
6.978e-05       1.084e+01+5.480e-02j      5.960e-08+7.891e-09j     -2.347e-01+3.589e-04j
6.992e-05       1.085e+01+5.424e-02j     -2.980e-07-2.710e-08j     -2.342e-01+3.545e-04j
7.007e-05       1.085e+01+5.368e-02j     -5.960e-08-9.423e-09j     -2.337e-01+3.502e-04j
7.021e-05       1.085e+01+5.314e-02j     -3.576e-07+3.690e-09j     -2.332e-01+3.459e-04j
7.035e-05       1.086e+01+5.259e-02j     -2.980e-07-4.118e-08j     -2.327e-01+3.416e-04j
7.050e-05       1.086e+01+5.206e-02j      2.384e-07+2.668e-08j     -2.322e-01+3.375e-04j
7.064e-05       1.086e+01+5.153e-02j      4.172e-07+5.438e-08j     -2.317e-01+3.334e-04j
7.079e-05       1.087e+01+5.101e-02j     -2.980e-07-2.703e-08j     -2.312e-01+3.293e-04j
7.093e-05       1.087e+01+5.049e-02j     -1.192e-07-1.293e-08j     -2.307e-01+3.253e-04j
7.107e-05       1.087e+01+4.998e-02j     -4.172e-07-5.170e-08j     -2.302e-01+3.214e-04j
7.122e-05       1.088e+01+4.948e-02j      1.192e-07+7.412e-09j     -2.298e-01+3.175e-04j
7.136e-05       1.088e+01+4.898e-02j      1.788e-07+2.419e-08j     -2.293e-01+3.137e-04j
7.151e-05       1.088e+01+4.849e-02j      5.364e-07+5.733e-08j     -2.288e-01+3.099e-04j
7.165e-05       1.089e+01+4.801e-02j     -1.788e-07-1.532e-09j     -2.283e-01+3.062e-04j
7.179e-05       1.089e+01+4.753e-02j     -2.384e-07-3.133e-08j     -2.278e-01+3.025e-04j
7.194e-05       1.089e+01+4.705e-02j      5.960e-08+3.476e-09j     -2.274e-01+2.989e-04j
7.208e-05       1.090e+01+4.658e-02j     -2.384e-07-2.212e-08j     -2.269e-01+2.953e-04j
7.222e-05       1.090e+01+4.612e-02j      4.172e-07+4.855e-08j     -2.264e-01+2.918e-04j
7.237e-05       1.090e+01+4.566e-02j      2.384e-07+2.423e-08j     -2.259e-01+2.884e-04j
7.251e-05       1.091e+01+4.521e-02j     -4.768e-07-5.443e-08j     -2.255e-01+2.849e-04j
7.266e-05       1.091e+01+4.476e-02j      1.192e-07+1.356e-08j     -2.250e-01+2.816e-04j
7.280e-05       1.091e+01+4.432e-02j     -2.384e-07-4.989e-09j     -2.246e-01+2.782e-04j
7.294e-05       1.091e+01+4.388e-02j     -1.788e-07-2.341e-08j     -2.241e-01+2.749e-04j
7.309e-05       1.092e+01+4.345e-02j      5.364e-07+5.924e-08j     -2.236e-01+2.717e-04j
7.323e-05       1.092e+01+4.302e-02j     -2.384e-07-1.434e-08j     -2.232e-01+2.685e-04j
7.338e-05       1.092e+01+4.260e-02j     -4.172e-07-4.966e-08j     -2.227e-01+2.653e-04j
7.352e-05       1.093e+01+4.219e-02j      4.172e-07+5.397e-08j     -2.223e-01+2.622e-04j
7.366e-05       1.093e+01+4.177e-02j      2.384e-07+2.780e-08j     -2.218e-01+2.592e-04j
7.381e-05       1.093e+01+4.137e-02j      0.000e+00+1.449e-09j     -2.214e-01+2.561e-04j
7.395e-05       1.094e+01+4.096e-02j      2.980e-07+3.226e-08j     -2.209e-01+2.532e-04j
7.409e-05       1.094e+01+4.057e-02j     -1.788e-07-1.456e-08j     -2.205e-01+2.502e-04j
7.424e-05       1.094e+01+4.017e-02j     -5.364e-07-3.938e-08j     -2.200e-01+2.473e-04j
7.438e-05       1.094e+01+3.978e-02j      2.384e-07+2.638e-08j     -2.196e-01+2.444e-04j
7.453e-05       1.095e+01+3.940e-02j      4.172e-07+4.739e-08j     -2.191e-01+2.416e-04j
7.467e-05       1.095e+01+3.902e-02j     -5.364e-07-3.635e-08j     -2.187e-01+2.388e-04j
7.481e-05       1.095e+01+3.864e-02j      4.172e-07+2.873e-08j     -2.183e-01+2.361e-04j
7.496e-05       1.096e+01+3.827e-02j     -4.172e-07-4.115e-08j     -2.178e-01+2.333e-04j
7.510e-05       1.096e+01+3.791e-02j     -5.960e-08-6.550e-09j     -2.174e-01+2.307e-04j
7.525e-05       1.096e+01+3.754e-02j     -5.960e-08+6.987e-09j     -2.170e-01+2.280e-04j
7.539e-05       1.096e+01+3.718e-02j      2.384e-07+2.278e-08j     -2.165e-01+2.254e-04j
7.553e-05       1.097e+01+3.683e-02j      0.000e+00-2.880e-09j     -2.161e-01+2.228e-04j
7.568e-05       1.097e+01+3.648e-02j     -5.960e-08-6.863e-09j     -2.157e-01+2.203e-04j
7.582e-05       1.097e+01+3.613e-02j     -1.788e-07-9.065e-09j     -2.152e-01+2.178e-04j
7.597e-05       1.097e+01+3.579e-02j      2.384e-07+2.555e-08j     -2.148e-01+2.153e-04j
7.611e-05       1.098e+01+3.545e-02j      4.172e-07+2.166e-08j     -2.144e-01+2.129e-04j
7.625e-05       1.098e+01+3.511e-02j     -1.788e-07-1.635e-09j     -2.140e-01+2.105e-04j
7.640e-05       1.098e+01+3.478e-02j     -4.172e-07-1.683e-08j     -2.136e-01+2.081e-04j
7.654e-05       1.098e+01+3.445e-02j     -4.172e-07-3.425e-08j     -2.131e-01+2.057e-04j
7.668e-05       1.099e+01+3.413e-02j      4.768e-07+9.483e-09j     -2.127e-01+2.034e-04j
7.683e-05       1.099e+01+3.381e-02j      2.980e-07+3.137e-08j     -2.123e-01+2.011e-04j
7.697e-05       1.099e+01+3.349e-02j      3.576e-07+3.556e-08j     -2.119e-01+1.989e-04j
7.712e-05       1.100e+01+3.318e-02j     -2.384e-07-9.163e-09j     -2.115e-01+1.966e-04j
7.726e-05       1.100e+01+3.287e-02j      5.960e-07+5.877e-08j     -2.111e-01+1.944e-04j
7.740e-05       1.100e+01+3.256e-02j     -4.768e-07-4.290e-08j     -2.107e-01+1.923e-04j
7.755e-05       1.100e+01+3.226e-02j     -4.768e-07-3.937e-08j     -2.103e-01+1.901e-04j
7.769e-05       1.101e+01+3.196e-02j      7.153e-07+6.311e-08j     -2.099e-01+1.880e-04j
7.784e-05       1.101e+01+3.166e-02j      3.576e-07+3.311e-08j     -2.095e-01+1.859e-04j
7.798e-05       1.101e+01+3.137e-02j     -1.192e-07-1.289e-08j     -2.091e-01+1.839e-04j
7.812e-05       1.101e+01+3.108e-02j     -7.153e-07-5.634e-08j     -2.087e-01+1.818e-04j
7.827e-05       1.102e+01+3.079e-02j      7.153e-07+6.036e-08j     -2.083e-01+1.798e-04j
7.841e-05       1.102e+01+3.051e-02j      1.192e-07+6.658e-09j     -2.079e-01+1.778e-04j
7.855e-05       1.102e+01+3.023e-02j      5.960e-07+4.943e-08j     -2.075e-01+1.759e-04j
7.870e-05       1.102e+01+2.995e-02j      3.576e-07+2.479e-08j     -2.071e-01+1.739e-04j
7.884e-05       1.102e+01+2.968e-02j     -7.153e-07-5.001e-08j     -2.067e-01+1.720e-04j
7.899e-05       1.103e+01+2.941e-02j      3.576e-07+2.873e-08j     -2.063e-01+1.701e-04j
7.913e-05       1.103e+01+2.914e-02j      0.000e+00-3.590e-09j     -2.059e-01+1.683e-04j
7.927e-05       1.103e+01+2.887e-02j     -3.576e-07-2.330e-08j     -2.055e-01+1.665e-04j
7.942e-05       1.103e+01+2.861e-02j      3.576e-07+2.835e-08j     -2.051e-01+1.646e-04j
7.956e-05       1.104e+01+2.835e-02j      1.192e-07+9.671e-09j     -2.047e-01+1.629e-04j
7.971e-05       1.104e+01+2.809e-02j      3.576e-07+3.165e-08j     -2.044e-01+1.611e-04j
7.985e-05       1.104e+01+2.784e-02j      2.384e-07+5.215e-09j     -2.040e-01+1.593e-04j
7.999e-05       1.104e+01+2.759e-02j     -4.768e-07-1.929e-08j     -2.036e-01+1.576e-04j
8.014e-05       1.105e+01+2.734e-02j     -1.192e-07+9.368e-10j     -2.032e-01+1.559e-04j
8.028e-05       1.105e+01+2.709e-02j     -2.384e-07-2.238e-08j     -2.028e-01+1.542e-04j
8.043e-05       1.105e+01+2.685e-02j     -4.768e-07-2.584e-08j     -2.025e-01+1.526e-04j
8.057e-05       1.105e+01+2.661e-02j     -3.576e-07-2.979e-08j     -2.021e-01+1.509e-04j
8.071e-05       1.105e+01+2.637e-02j     -2.384e-07-2.081e-08j     -2.017e-01+1.493e-04j
8.086e-05       1.106e+01+2.613e-02j     -7.153e-07-6.323e-08j     -2.014e-01+1.477e-04j
8.100e-05       1.106e+01+2.590e-02j     -2.384e-07-1.048e-08j     -2.010e-01+1.461e-04j
8.114e-05       1.106e+01+2.567e-02j      0.000e+00+1.945e-09j     -2.006e-01+1.446e-04j
8.129e-05       1.106e+01+2.544e-02j      3.576e-07+2.125e-08j     -2.002e-01+1.430e-04j
8.143e-05       1.107e+01+2.522e-02j     -5.960e-07-5.184e-08j     -1.999e-01+1.415e-04j
8.158e-05       1.107e+01+2.499e-02j      5.960e-07+4.124e-08j     -1.995e-01+1.400e-04j
8.172e-05       1.107e+01+2.477e-02j      3.576e-07+2.652e-08j     -1.992e-01+1.385e-04j
8.186e-05       1.107e+01+2.455e-02j     -2.384e-07-1.062e-08j     -1.988e-01+1.371e-04j
8.201e-05       1.107e+01+2.434e-02j      3.576e-07+2.332e-08j     -1.984e-01+1.356e-04j
8.215e-05       1.108e+01+2.412e-02j     -5.960e-07-5.356e-08j     -1.981e-01+1.342e-04j
8.230e-05       1.108e+01+2.391e-02j      7.153e-07+5.715e-08j     -1.977e-01+1.328e-04j
8.244e-05       1.108e+01+2.370e-02j      7.153e-07+4.932e-08j     -1.974e-01+1.314e-04j
8.258e-05       1.108e+01+2.349e-02j     -8.345e-07-6.937e-08j     -1.970e-01+1.300e-04j
8.273e-05       1.108e+01+2.329e-02j      7.153e-07+5.649e-08j     -1.966e-01+1.286e-04j
8.287e-05       1.109e+01+2.308e-02j      8.345e-07+4.087e-08j     -1.963e-01+1.273e-04j
8.301e-05       1.109e+01+2.288e-02j      1.192e-07+7.864e-09j     -1.959e-01+1.260e-04j
8.316e-05       1.109e+01+2.268e-02j     -8.345e-07-5.948e-08j     -1.956e-01+1.247e-04j
8.330e-05       1.109e+01+2.249e-02j     -7.153e-07-5.350e-08j     -1.952e-01+1.234e-04j
8.345e-05       1.109e+01+2.229e-02j     -2.384e-07-1.633e-08j     -1.949e-01+1.221e-04j
8.359e-05       1.110e+01+2.210e-02j      5.960e-07+3.948e-08j     -1.945e-01+1.208e-04j
8.373e-05       1.110e+01+2.191e-02j      8.345e-07+6.023e-08j     -1.942e-01+1.196e-04j
8.388e-05       1.110e+01+2.172e-02j     -7.153e-07-4.678e-08j     -1.939e-01+1.183e-04j
8.402e-05       1.110e+01+2.153e-02j     -8.345e-07-5.867e-08j     -1.935e-01+1.171e-04j
8.417e-05       1.110e+01+2.134e-02j     -4.768e-07-3.454e-08j     -1.932e-01+1.159e-04j
8.431e-05       1.111e+01+2.116e-02j      8.345e-07+6.058e-08j     -1.928e-01+1.147e-04j
8.445e-05       1.111e+01+2.098e-02j      8.345e-07+5.461e-08j     -1.925e-01+1.135e-04j
8.460e-05       1.111e+01+2.080e-02j      4.768e-07+3.144e-08j     -1.922e-01+1.124e-04j
8.474e-05       1.111e+01+2.062e-02j     -4.768e-07-2.912e-08j     -1.918e-01+1.112e-04j
8.489e-05       1.111e+01+2.045e-02j      8.345e-07+4.765e-08j     -1.915e-01+1.101e-04j
8.503e-05       1.112e+01+2.027e-02j     -2.384e-07-1.260e-08j     -1.912e-01+1.090e-04j
8.517e-05       1.112e+01+2.010e-02j     -9.537e-07-6.585e-08j     -1.908e-01+1.079e-04j
8.532e-05       1.112e+01+1.993e-02j     -3.576e-07-9.688e-09j     -1.905e-01+1.068e-04j
8.546e-05       1.112e+01+1.976e-02j      4.768e-07+3.083e-08j     -1.902e-01+1.057e-04j
8.560e-05       1.112e+01+1.959e-02j      4.768e-07+4.060e-08j     -1.898e-01+1.046e-04j
8.575e-05       1.113e+01+1.943e-02j      9.537e-07+5.852e-08j     -1.895e-01+1.035e-04j
8.589e-05       1.113e+01+1.926e-02j      5.960e-07+4.074e-08j     -1.892e-01+1.025e-04j
8.604e-05       1.113e+01+1.910e-02j     -1.192e-07+5.274e-10j     -1.888e-01+1.015e-04j
8.618e-05       1.113e+01+1.894e-02j      1.192e-07+6.994e-09j     -1.885e-01+1.004e-04j
8.632e-05       1.113e+01+1.878e-02j     -3.576e-07-1.686e-08j     -1.882e-01+9.944e-05j
8.647e-05       1.114e+01+1.863e-02j      9.537e-07+5.503e-08j     -1.879e-01+9.844e-05j
8.661e-05       1.114e+01+1.847e-02j      7.153e-07+4.773e-08j     -1.876e-01+9.746e-05j
8.676e-05       1.114e+01+1.832e-02j     -3.576e-07-2.098e-08j     -1.872e-01+9.648e-05j
8.690e-05       1.114e+01+1.816e-02j      2.384e-07-1.027e-08j     -1.869e-01+9.552e-05j
8.704e-05       1.114e+01+1.801e-02j      8.345e-07+5.318e-08j     -1.866e-01+9.457e-05j
8.719e-05       1.114e+01+1.786e-02j      9.537e-07+3.350e-08j     -1.863e-01+9.363e-05j
8.733e-05       1.115e+01+1.771e-02j      5.960e-07+2.915e-08j     -1.860e-01+9.270e-05j
8.748e-05       1.115e+01+1.757e-02j      5.960e-07+4.398e-08j     -1.856e-01+9.178e-05j
8.762e-05       1.115e+01+1.742e-02j     -2.384e-07-1.214e-08j     -1.853e-01+9.087e-05j
8.776e-05       1.115e+01+1.728e-02j     -5.960e-07-4.205e-08j     -1.850e-01+8.997e-05j
8.791e-05       1.115e+01+1.714e-02j      7.153e-07+4.439e-08j     -1.847e-01+8.908e-05j
8.805e-05       1.115e+01+1.699e-02j      7.153e-07+3.252e-08j     -1.844e-01+8.821e-05j
8.819e-05       1.116e+01+1.685e-02j     -1.192e-07-1.122e-08j     -1.841e-01+8.734e-05j
8.834e-05       1.116e+01+1.672e-02j     -7.153e-07-3.964e-08j     -1.838e-01+8.648e-05j
8.848e-05       1.116e+01+1.658e-02j      7.153e-07+4.771e-08j     -1.835e-01+8.563e-05j
8.863e-05       1.116e+01+1.644e-02j     -1.192e-06-7.052e-08j     -1.832e-01+8.480e-05j
8.877e-05       1.116e+01+1.631e-02j     -9.537e-07-4.443e-08j     -1.829e-01+8.397e-05j
8.891e-05       1.116e+01+1.618e-02j      7.153e-07+4.571e-08j     -1.826e-01+8.315e-05j
8.906e-05       1.117e+01+1.605e-02j     -9.537e-07-3.793e-08j     -1.823e-01+8.234e-05j
8.920e-05       1.117e+01+1.591e-02j      2.384e-07+2.065e-08j     -1.819e-01+8.154e-05j
8.935e-05       1.117e+01+1.579e-02j      0.000e+00-1.220e-09j     -1.816e-01+8.075e-05j
8.949e-05       1.117e+01+1.566e-02j     -4.768e-07-2.148e-08j     -1.813e-01+7.996e-05j
8.963e-05       1.117e+01+1.553e-02j     -1.073e-06-6.289e-08j     -1.810e-01+7.919e-05j
8.978e-05       1.117e+01+1.541e-02j      4.768e-07+2.506e-08j     -1.807e-01+7.842e-05j
8.992e-05       1.118e+01+1.528e-02j      3.576e-07+2.303e-08j     -1.805e-01+7.767e-05j
9.006e-05       1.118e+01+1.516e-02j     -9.537e-07-4.465e-08j     -1.802e-01+7.692e-05j
9.021e-05       1.118e+01+1.504e-02j     -1.192e-07-1.362e-08j     -1.799e-01+7.618e-05j
9.035e-05       1.118e+01+1.492e-02j      7.153e-07+3.137e-08j     -1.796e-01+7.545e-05j
9.050e-05       1.118e+01+1.480e-02j     -4.768e-07-3.133e-08j     -1.793e-01+7.472e-05j
9.064e-05       1.118e+01+1.468e-02j      1.311e-06+6.535e-08j     -1.790e-01+7.401e-05j
9.078e-05       1.119e+01+1.456e-02j      0.000e+00-5.552e-10j     -1.787e-01+7.330e-05j
9.093e-05       1.119e+01+1.444e-02j      0.000e+00-8.522e-10j     -1.784e-01+7.260e-05j
9.107e-05       1.119e+01+1.433e-02j      1.192e-07+4.521e-09j     -1.781e-01+7.191e-05j
9.122e-05       1.119e+01+1.422e-02j      1.192e-06+6.667e-08j     -1.778e-01+7.123e-05j
9.136e-05       1.119e+01+1.410e-02j     -5.960e-07-1.634e-08j     -1.775e-01+7.055e-05j
9.150e-05       1.119e+01+1.399e-02j     -7.153e-07-3.884e-08j     -1.772e-01+6.988e-05j
9.165e-05       1.119e+01+1.388e-02j     -1.192e-06-6.032e-08j     -1.770e-01+6.922e-05j
9.179e-05       1.120e+01+1.377e-02j     -1.192e-07-1.617e-09j     -1.767e-01+6.856e-05j
9.194e-05       1.120e+01+1.366e-02j     -1.431e-06-9.053e-08j     -1.764e-01+6.792e-05j
9.208e-05       1.120e+01+1.355e-02j     -7.153e-07-7.588e-09j     -1.761e-01+6.728e-05j
9.222e-05       1.120e+01+1.345e-02j     -5.960e-07-1.024e-08j     -1.758e-01+6.664e-05j
9.237e-05       1.120e+01+1.334e-02j      1.073e-06+6.206e-08j     -1.755e-01+6.602e-05j
9.251e-05       1.120e+01+1.324e-02j     -1.192e-06-6.173e-08j     -1.753e-01+6.540e-05j
9.265e-05       1.121e+01+1.313e-02j      0.000e+00-1.337e-09j     -1.750e-01+6.479e-05j
9.280e-05       1.121e+01+1.303e-02j      1.311e-06+7.352e-08j     -1.747e-01+6.418e-05j
9.294e-05       1.121e+01+1.293e-02j     -2.384e-07-8.489e-09j     -1.744e-01+6.358e-05j
9.309e-05       1.121e+01+1.283e-02j     -3.576e-07+4.764e-10j     -1.742e-01+6.299e-05j
9.323e-05       1.121e+01+1.273e-02j      2.384e-07+1.719e-08j     -1.739e-01+6.240e-05j
9.337e-05       1.121e+01+1.263e-02j      1.431e-06+5.305e-08j     -1.736e-01+6.182e-05j
9.352e-05       1.121e+01+1.253e-02j      0.000e+00-6.194e-09j     -1.733e-01+6.125e-05j
9.366e-05       1.122e+01+1.244e-02j      4.768e-07+2.604e-08j     -1.731e-01+6.068e-05j
9.381e-05       1.122e+01+1.234e-02j      1.311e-06+7.474e-08j     -1.728e-01+6.012e-05j
9.395e-05       1.122e+01+1.224e-02j      1.431e-06+7.740e-08j     -1.725e-01+5.956e-05j
9.409e-05       1.122e+01+1.215e-02j      9.537e-07+5.506e-08j     -1.722e-01+5.901e-05j
9.424e-05       1.122e+01+1.206e-02j     -9.537e-07-4.954e-08j     -1.720e-01+5.847e-05j
9.438e-05       1.122e+01+1.196e-02j      1.311e-06+5.651e-08j     -1.717e-01+5.793e-05j
9.452e-05       1.122e+01+1.187e-02j     -1.192e-07-2.846e-09j     -1.714e-01+5.740e-05j
9.467e-05       1.123e+01+1.178e-02j      0.000e+00-2.811e-09j     -1.712e-01+5.687e-05j
9.481e-05       1.123e+01+1.169e-02j     -8.345e-07-4.084e-08j     -1.709e-01+5.635e-05j
9.496e-05       1.123e+01+1.160e-02j     -1.431e-06-6.132e-08j     -1.706e-01+5.584e-05j
9.510e-05       1.123e+01+1.151e-02j     -9.537e-07-4.965e-08j     -1.704e-01+5.533e-05j
9.524e-05       1.123e+01+1.143e-02j      8.345e-07+3.564e-08j     -1.701e-01+5.482e-05j
9.539e-05       1.123e+01+1.134e-02j     -1.311e-06-6.674e-08j     -1.698e-01+5.433e-05j
9.553e-05       1.123e+01+1.125e-02j     -1.073e-06-5.375e-08j     -1.696e-01+5.383e-05j
9.568e-05       1.123e+01+1.117e-02j     -3.576e-07-1.535e-08j     -1.693e-01+5.334e-05j
9.582e-05       1.124e+01+1.108e-02j     -1.192e-07-1.502e-09j     -1.691e-01+5.286e-05j
9.596e-05       1.124e+01+1.100e-02j     -5.960e-07-3.174e-08j     -1.688e-01+5.238e-05j
9.611e-05       1.124e+01+1.092e-02j      2.384e-07+3.931e-09j     -1.685e-01+5.191e-05j
9.625e-05       1.124e+01+1.083e-02j      1.192e-07+5.222e-09j     -1.683e-01+5.144e-05j
9.640e-05       1.124e+01+1.075e-02j     -1.311e-06-5.944e-08j     -1.680e-01+5.098e-05j
9.654e-05       1.124e+01+1.067e-02j      3.576e-07+1.109e-08j     -1.678e-01+5.052e-05j
9.668e-05       1.124e+01+1.059e-02j      9.537e-07+4.770e-08j     -1.675e-01+5.007e-05j
9.683e-05       1.125e+01+1.051e-02j      0.000e+00+3.424e-09j     -1.673e-01+4.962e-05j
9.697e-05       1.125e+01+1.043e-02j     -4.768e-07-8.217e-09j     -1.670e-01+4.917e-05j
9.711e-05       1.125e+01+1.036e-02j      3.576e-07+1.592e-08j     -1.667e-01+4.873e-05j
9.726e-05       1.125e+01+1.028e-02j      3.576e-07+1.834e-08j     -1.665e-01+4.830e-05j
9.740e-05       1.125e+01+1.020e-02j     -1.311e-06-6.571e-08j     -1.662e-01+4.787e-05j
9.755e-05       1.125e+01+1.013e-02j     -1.192e-07-5.192e-09j     -1.660e-01+4.744e-05j
9.769e-05       1.125e+01+1.005e-02j      0.000e+00+1.422e-09j     -1.657e-01+4.702e-05j
9.783e-05       1.125e+01+9.976e-03j     -1.192e-06-6.190e-08j     -1.655e-01+4.660e-05j
9.798e-05       1.126e+01+9.902e-03j      3.576e-07+1.675e-08j     -1.652e-01+4.619e-05j
9.812e-05       1.126e+01+9.829e-03j     -7.153e-07-1.893e-08j     -1.650e-01+4.578e-05j
9.827e-05       1.126e+01+9.757e-03j     -2.384e-07-2.910e-09j     -1.647e-01+4.538e-05j
9.841e-05       1.126e+01+9.685e-03j      0.000e+00+1.007e-09j     -1.645e-01+4.498e-05j
9.855e-05       1.126e+01+9.614e-03j     -3.576e-07-1.835e-08j     -1.643e-01+4.458e-05j
9.870e-05       1.126e+01+9.543e-03j      1.073e-06+5.378e-08j     -1.640e-01+4.419e-05j
9.884e-05       1.126e+01+9.473e-03j      8.345e-07+2.427e-08j     -1.638e-01+4.380e-05j
9.898e-05       1.126e+01+9.403e-03j     -1.788e-06-8.128e-08j     -1.635e-01+4.342e-05j
9.913e-05       1.127e+01+9.335e-03j      7.153e-07+2.690e-08j     -1.633e-01+4.304e-05j
9.927e-05       1.127e+01+9.266e-03j      0.000e+00-2.524e-09j     -1.630e-01+4.266e-05j
9.942e-05       1.127e+01+9.199e-03j      9.537e-07+4.055e-08j     -1.628e-01+4.229e-05j
9.956e-05       1.127e+01+9.132e-03j      9.537e-07+5.062e-08j     -1.626e-01+4.192e-05j
9.970e-05       1.127e+01+9.065e-03j      4.768e-07+2.511e-08j     -1.623e-01+4.155e-05j
9.985e-05       1.127e+01+9.000e-03j     -2.027e-06-8.798e-08j     -1.621e-01+4.119e-05j
9.999e-05       1.127e+01+8.934e-03j     -1.192e-06-5.170e-08j     -1.618e-01+4.083e-05j
1.001e-04       1.127e+01+8.870e-03j     -1.311e-06-5.323e-08j     -1.616e-01+4.048e-05j
1.003e-04       1.127e+01+8.805e-03j      1.073e-06+4.228e-08j     -1.614e-01+4.013e-05j
1.004e-04       1.128e+01+8.742e-03j     -1.550e-06-6.457e-08j     -1.611e-01+3.978e-05j
1.006e-04       1.128e+01+8.679e-03j      2.027e-06+9.475e-08j     -1.609e-01+3.944e-05j
1.007e-04       1.128e+01+8.616e-03j     -1.311e-06-4.873e-08j     -1.607e-01+3.910e-05j
